model,agent,prompt,config_label,problems,passed_mean,failed_mean,errors_mean,total_mean,functional_correctness_mean,line_coverage_mean,branch_coverage_mean,mutation_score_mean,complexity_cc_mean,maintainability_mi_mean,bloat_ratio_mean,similarity_score_mean,unique_inputs_count_mean,edge_case_count_mean,test_type_count_mean,duplication_ratio_mean,diversity_score_mean,prompt_tokens_mean,completion_tokens_mean,total_tokens_mean,execution_time_mean,passed_sum,functional_correctness_sum,line_coverage_sum,mutation_score_sum,prompt_tokens_sum,completion_tokens_sum,total_tokens_sum,fc_per_1k_tokens,passed_per_1k_tokens,coverage_per_1k_tokens,mutation_per_1k_tokens,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,unique_inputs_count,edge_case_count,test_type_count,duplication_ratio,diversity_score,prompt_tokens,completion_tokens,total_tokens,elapsed_s,quality_rank
gemma-27b,soa,cot,gemma-27b:cot,25,6.48,6.88,0.0,13.36,0.48516,79.774,47.8056,0.96668,2.62,71.484,3.5168,0.35392,15.52,0.96,2.88,0.08784,0.63016,577.72,0.48,571.4,,324.0,24.258,3988.7,48.334,28886.0,24.0,28570.0,0.8490724536,11.3405670284,139.611480574,1.6917745887,6.48,6.88,0.0,13.36,0.48516,79.774,47.8056,0.96668,2.62,71.484,3.5168,0.35392,15.52,0.96,2.88,0.08784,0.63016,577.72,0.48,571.4,,68.355319
gemma-27b,soa,scot,gemma-27b:scot,25,6.24,6.96,0.0,13.2,0.48184,79.7076,47.8056,0.96334,2.696,71.1768,3.5368,0.35152,17.04,1.04,3.0,0.048,0.65844,827.7,12.76,832.92,,312.0,24.092,3985.38,48.167,41385.0,638.0,41646.0,0.5784949335,7.4917158911,95.6965855064,1.1565816645,6.24,6.96,0.0,13.2,0.48184,79.7076,47.8056,0.96334,2.696,71.1768,3.5368,0.35152,17.04,1.04,3.0,0.048,0.65844,827.7,12.76,832.92,,67.616446
gemma-27b,soa,few_shot,gemma-27b:few_shot,25,6.16,6.24,0.04,12.44,0.48392,79.7270833333,49.4404166667,0.92668,2.5492,68.64,3.3532,0.35428,15.92,1.0,2.88,0.088,0.63176,877.1,58.68,928.76,,308.0,24.196,3826.9,46.334,43855.0,2934.0,46438.0,0.5210388044,6.6324992463,82.4088031354,0.9977604548,6.16,6.24,0.04,12.44,0.48392,79.7270833333,49.4404166667,0.92668,2.5492,68.64,3.3532,0.35428,15.92,1.0,2.88,0.088,0.63176,877.1,58.68,928.76,,66.586513
gemma-27b,swarm,zero_shot,gemma-27b:zero_shot,25,0.44,1.04,0.0,1.48,0.18,52.0736,25.8676,0.84,1.7784,77.7676,1.314,0.69144,3.12,0.48,2.96,0.02,0.46812,654.56,0.24,654.48,,22.0,9.0,2603.68,42.0,32728.0,12.0,32724.0,0.2750275028,0.6722894512,79.5648453734,1.2834616795,0.44,1.04,0.0,1.48,0.18,52.0736,25.8676,0.84,1.7784,77.7676,1.314,0.69144,3.12,0.48,2.96,0.02,0.46812,654.56,0.24,654.48,,45.44203
gemma-27b,swarm,cot,gemma-27b:cot,25,1.84,2.76,0.0,4.6,0.33764,63.0036,30.8496,0.813,1.8284,76.3688,1.8488,0.58464,5.72,0.72,2.96,0.0,0.53708,1260.36,6.34,1264.96,,92.0,16.882,3150.18,40.65,63018.0,317.0,63248.0,0.266917531,1.4545914495,49.8067923096,0.6427080698,1.84,2.76,0.0,4.6,0.33764,63.0036,30.8496,0.813,1.8284,76.3688,1.8488,0.58464,5.72,0.72,2.96,0.0,0.53708,1260.36,6.34,1264.96,,52.845489
gemma-27b,swarm,scot,gemma-27b:scot,25,2.72,0.92,0.08,3.72,0.56608,68.3841666667,49.13,0.609,2.3104,76.1528,2.432,0.49012,6.16,0.64,3.16,0.0,0.56272,1421.36,46.4,1465.94,,136.0,28.304,3282.44,30.45,71068.0,2320.0,73297.0,0.3861549586,1.855464753,44.7827332633,0.4154331009,2.72,0.92,0.08,3.72,0.56608,68.3841666667,49.13,0.609,2.3104,76.1528,2.432,0.49012,6.16,0.64,3.16,0.0,0.56272,1421.36,46.4,1465.94,,59.892785
gemma-27b,swarm,few_shot,gemma-27b:few_shot,25,0.04,1.0,0.0,1.04,0.04,49.2516,19.4,0.96,1.5668,76.6912,0.906,0.7698,1.64,0.12,3.0,0.0,0.44604,890.86,134.36,1025.84,,2.0,2.0,2462.58,48.0,44543.0,6718.0,51292.0,0.0389924355,0.0389924355,48.0109958668,0.9358184512,0.04,1.0,0.0,1.04,0.04,49.2516,19.4,0.96,1.5668,76.6912,0.906,0.7698,1.64,0.12,3.0,0.0,0.44604,890.86,134.36,1025.84,,39.54824
gemma-4b,actor_critic,zero_shot,gemma-4b:zero_shot,25,7.68,4.56,0.0,12.24,0.6044,84.9724,68.272,0.88,2.6128,70.9184,3.8384,0.32588,14.68,0.92,2.8,0.09228,0.62436,1215.44,354.54,1563.58,,384.0,30.22,4248.62,44.0,60772.0,17727.0,78179.0,0.3865488175,4.9118049604,54.344772893,0.562810985,7.68,4.56,0.0,12.24,0.6044,84.9724,68.272,0.88,2.6128,70.9184,3.8384,0.32588,14.68,0.92,2.8,0.09228,0.62436,1215.44,354.54,1563.58,,69.94708
gemma-4b,actor_critic,cot,gemma-4b:cot,25,6.56,4.04,0.04,10.64,0.56404,82.53125,66.7366666667,0.92,2.716,68.318,3.6628,0.33032,13.96,1.0,2.76,0.13412,0.60224,731.26,185.98,911.14,,328.0,28.202,3961.5,46.0,36563.0,9299.0,45557.0,0.6190486643,7.1997717146,86.9569989244,1.0097240819,6.56,4.04,0.04,10.64,0.56404,82.53125,66.7366666667,0.92,2.716,68.318,3.6628,0.33032,13.96,1.0,2.76,0.13412,0.60224,731.26,185.98,911.14,,70.152349
gemma-4b,actor_critic,scot,gemma-4b:scot,25,4.96,2.84,0.08,7.88,0.54768,79.1952173913,61.9669565217,0.92,2.278,61.642,3.9184,0.2988,10.04,1.04,2.68,0.13588,0.58644,1122.36,0.52,1118.68,,248.0,27.384,3642.98,46.0,56118.0,26.0,55934.0,0.4895770015,4.433796975,65.1299746129,0.822397826,4.96,2.84,0.08,7.88,0.54768,79.1952173913,61.9669565217,0.92,2.278,61.642,3.9184,0.2988,10.04,1.04,2.68,0.13588,0.58644,1122.36,0.52,1118.68,,67.853472
gemma-4b,actor_critic,few_shot,gemma-4b:few_shot,25,9.88,2.16,0.04,12.08,0.75392,86.2045833333,72.1758333333,0.848,2.4072,64.3704,4.2656,0.3112,19.08,1.88,2.96,0.04948,0.69396,910.74,164.78,1066.52,,494.0,37.696,4137.82,42.4,45537.0,8239.0,53326.0,0.7068971984,9.2637737689,77.5947942842,0.7951093275,9.88,2.16,0.04,12.08,0.75392,86.2045833333,72.1758333333,0.848,2.4072,64.3704,4.2656,0.3112,19.08,1.88,2.96,0.04948,0.69396,910.74,164.78,1066.52,,78.014595
gemma-4b,adversarial,zero_shot,gemma-4b:zero_shot,25,6.64,3.8,0.0,10.44,0.6048,83.3392,67.8176,0.93,2.4984,73.0092,3.5128,0.35176,14.48,1.12,3.04,0.04616,0.67224,800.38,179.98,974.08,,332.0,30.24,4166.96,46.5,40019.0,8999.0,48704.0,0.6208935611,6.8166885677,85.5568331143,0.9547470434,6.64,3.8,0.0,10.44,0.6048,83.3392,67.8176,0.93,2.4984,73.0092,3.5128,0.35176,14.48,1.12,3.04,0.04616,0.67224,800.38,179.98,974.08,,72.636864
gemma-4b,adversarial,cot,gemma-4b:cot,25,5.6,3.52,0.04,9.16,0.56992,83.13,65.3954166667,0.92,2.452,70.782,3.2628,0.357,10.76,0.68,2.56,0.16,0.5614,796.52,2.86,794.94,,280.0,28.496,3990.24,46.0,39826.0,143.0,39747.0,0.7169346114,7.0445568219,100.3909729036,1.1573200493,5.6,3.52,0.04,9.16,0.56992,83.13,65.3954166667,0.92,2.452,70.782,3.2628,0.357,10.76,0.68,2.56,0.16,0.5614,796.52,2.86,794.94,,70.494149
gemma-4b,adversarial,scot,gemma-4b:scot,25,2.8,2.36,0.28,5.44,0.35284,74.7877777778,53.6705555556,0.96,1.7404,45.2596,2.8476,0.33068,6.48,0.6,2.0,0.36,0.42212,826.28,0.3,824.04,,140.0,17.642,2692.36,48.0,41314.0,15.0,41202.0,0.4281830979,3.3978933062,65.3453715839,1.1649919907,2.8,2.36,0.28,5.44,0.35284,74.7877777778,53.6705555556,0.96,1.7404,45.2596,2.8476,0.33068,6.48,0.6,2.0,0.36,0.42212,826.28,0.3,824.04,,58.841108
gemma-4b,adversarial,few_shot,gemma-4b:few_shot,25,9.68,2.44,0.04,12.16,0.75768,88.0629166667,74.2633333333,0.928,2.7508,61.2872,4.684,0.28096,24.04,2.24,2.92,0.04268,0.71548,801.72,1.12,791.16,,484.0,37.884,4227.02,46.4,40086.0,56.0,39558.0,0.9576823904,12.2351989484,106.8562616917,1.1729612215,9.68,2.44,0.04,12.16,0.75768,88.0629166667,74.2633333333,0.928,2.7508,61.2872,4.684,0.28096,24.04,2.24,2.92,0.04268,0.71548,801.72,1.12,791.16,,80.910462
gemma-4b,atomic_swarm,zero_shot,gemma-4b:zero_shot,25,2.04,1.36,0.0,3.4,0.52764,62.4068,36.9732,0.68668,2.2704,77.894,3.236,0.45972,3.84,0.92,3.2,0.1346,0.50568,770.7,22.64,792.56,,102.0,26.382,3120.34,34.334,38535.0,1132.0,39628.0,0.665741395,2.5739376199,78.7407893409,0.8664075906,2.04,1.36,0.0,3.4,0.52764,62.4068,36.9732,0.68668,2.2704,77.894,3.236,0.45972,3.84,0.92,3.2,0.1346,0.50568,770.7,22.64,792.56,,59.572631
gemma-4b,atomic_swarm,cot,gemma-4b:cot,25,2.04,1.52,0.0,3.56,0.48844,62.2768,35.0828,0.76,2.288,77.882,3.276,0.45516,4.04,0.96,3.2,0.1292,0.51668,680.4,0.48,679.98,,102.0,24.422,3113.84,38.0,34020.0,24.0,33999.0,0.7183152446,3.0000882379,91.5862231242,1.1176799318,2.04,1.52,0.0,3.56,0.48844,62.2768,35.0828,0.76,2.288,77.882,3.276,0.45516,4.04,0.96,3.2,0.1292,0.51668,680.4,0.48,679.98,,59.535863
gemma-4b,atomic_swarm,scot,gemma-4b:scot,25,2.0,1.56,0.0,3.56,0.476,62.8268,34.7368,0.76,2.2296,78.5464,3.1268,0.47116,4.04,0.96,3.2,0.12604,0.51752,518.3,0.48,517.88,,100.0,23.8,3141.34,38.0,25915.0,24.0,25894.0,0.9191318452,3.8618985093,121.3153626323,1.4675214335,2.0,1.56,0.0,3.56,0.476,62.8268,34.7368,0.76,2.2296,78.5464,3.1268,0.47116,4.04,0.96,3.2,0.12604,0.51752,518.3,0.48,517.88,,59.693777
gemma-4b,atomic_swarm,few_shot,gemma-4b:few_shot,25,1.68,1.56,0.0,3.24,0.43064,61.306,31.3628,0.76,2.2704,79.1108,3.1364,0.47828,3.8,0.92,3.2,0.13852,0.50568,640.14,0.46,639.84,,84.0,21.532,3065.3,38.0,32007.0,23.0,31992.0,0.6730432608,2.6256564141,95.8145786447,1.1877969492,1.68,1.56,0.0,3.24,0.43064,61.306,31.3628,0.76,2.2704,79.1108,3.1364,0.47828,3.8,0.92,3.2,0.13852,0.50568,640.14,0.46,639.84,,56.997356
gemma-4b,baseline,zero_shot,gemma-4b:zero_shot,25,7.32,3.92,0.0,11.24,0.62552,84.34,68.232,0.88,2.416,72.7256,3.5836,0.3506,13.56,1.04,3.04,0.0064,0.67984,672.18,598.96,1265.36,,366.0,31.276,4217.0,44.0,33609.0,29948.0,63268.0,0.4943415313,5.7849149649,66.6529683252,0.6954542581,7.32,3.92,0.0,11.24,0.62552,84.34,68.232,0.88,2.416,72.7256,3.5836,0.3506,13.56,1.04,3.04,0.0064,0.67984,672.18,598.96,1265.36,,72.126131
gemma-4b,baseline,cot,gemma-4b:cot,25,6.8,3.84,0.0,10.64,0.60412,84.064,65.2944,0.92,2.4784,72.6084,3.5204,0.3516,12.48,0.96,2.8,0.09512,0.62028,492.06,25.28,512.02,,340.0,30.206,4203.2,46.0,24603.0,1264.0,25601.0,1.1798757861,13.2807312214,164.1810866763,1.7968048123,6.8,3.84,0.0,10.64,0.60412,84.064,65.2944,0.92,2.4784,72.6084,3.5204,0.3516,12.48,0.96,2.8,0.09512,0.62028,492.06,25.28,512.02,,73.573899
gemma-4b,baseline,scot,gemma-4b:scot,25,6.0,2.76,0.04,8.8,0.62944,79.7056,62.5632,0.925,2.7412,67.0072,4.474,0.2932,12.52,0.96,2.96,0.04308,0.64528,576.7,0.48,571.92,,300.0,31.472,3985.28,46.25,28835.0,24.0,28596.0,1.1005735068,10.4909777591,139.3649461463,1.6173590712,6.0,2.76,0.04,8.8,0.62944,79.7056,62.5632,0.925,2.7412,67.0072,4.474,0.2932,12.52,0.96,2.96,0.04308,0.64528,576.7,0.48,571.92,,73.633784
gemma-4b,baseline,few_shot,gemma-4b:few_shot,25,9.08,2.08,0.0,11.16,0.77,84.214,71.5468,0.813,2.4132,70.3148,4.0428,0.33748,15.0,2.2,3.0,0.0,0.73944,761.36,57.36,811.62,,454.0,38.5,4210.7,40.65,38068.0,2868.0,40581.0,0.9487198443,11.1875015401,103.7603804736,1.0017003031,9.08,2.08,0.0,11.16,0.77,84.214,71.5468,0.813,2.4132,70.3148,4.0428,0.33748,15.0,2.2,3.0,0.0,0.73944,761.36,57.36,811.62,,78.89131
gemma-4b,coa,zero_shot,gemma-4b:zero_shot,25,0.08,7.84,0.04,7.96,0.016,71.6141666667,22.0,1.0,1.942,75.3468,2.6496,0.4396,7.6,0.72,2.88,0.38552,0.49164,741.26,249.52,988.06,,4.0,0.8,3437.48,50.0,37063.0,12476.0,49403.0,0.0161933486,0.0809667429,69.5803898549,1.0120842864,0.08,7.84,0.04,7.96,0.016,71.6141666667,22.0,1.0,1.942,75.3468,2.6496,0.4396,7.6,0.72,2.88,0.38552,0.49164,741.26,249.52,988.06,,45.353655
gemma-4b,coa,cot,gemma-4b:cot,25,0.08,7.92,0.04,8.04,0.01332,71.7683333333,22.0,1.0,1.9436,75.3984,2.654,0.4386,7.64,0.72,2.88,0.40052,0.49092,595.92,7.8,600.98,,4.0,0.666,3444.88,50.0,29796.0,390.0,30049.0,0.0221637991,0.1331159107,114.6420845952,1.6639488835,0.08,7.92,0.04,8.04,0.01332,71.7683333333,22.0,1.0,1.9436,75.3984,2.654,0.4386,7.64,0.72,2.88,0.40052,0.49092,595.92,7.8,600.98,,46.494708
gemma-4b,coa,scot,gemma-4b:scot,25,0.08,7.92,0.04,8.04,0.01332,71.7233333333,22.0,1.0,1.9232,75.5972,2.63,0.44148,7.4,0.72,2.88,0.39508,0.49124,764.48,12.0,773.86,,4.0,0.666,3442.72,50.0,38224.0,600.0,38693.0,0.0172124157,0.103377872,88.9752668441,1.2922233996,0.08,7.92,0.04,8.04,0.01332,71.7233333333,22.0,1.0,1.9232,75.5972,2.63,0.44148,7.4,0.72,2.88,0.39508,0.49124,764.48,12.0,773.86,,45.943154
gemma-4b,coa,few_shot,gemma-4b:few_shot,25,0.08,7.76,0.04,7.88,0.01332,71.4704166667,21.9166666667,1.0,1.9476,75.5392,2.6404,0.44004,7.4,0.72,2.88,0.41316,0.48172,540.9,177.2,715.48,,4.0,0.666,3430.58,50.0,27045.0,8860.0,35774.0,0.0186168726,0.1118130486,95.8959020518,1.3976631073,0.08,7.76,0.04,7.88,0.01332,71.4704166667,21.9166666667,1.0,1.9476,75.5392,2.6404,0.44004,7.4,0.72,2.88,0.41316,0.48172,540.9,177.2,715.48,,45.968261
gemma-4b,competitive,zero_shot,gemma-4b:zero_shot,25,6.76,3.04,0.0,9.8,0.6722,83.2608,67.4336,0.853,2.3412,74.0472,3.4048,0.36468,11.76,1.0,3.08,0.00664,0.67108,5.88,0.5,1.54,,338.0,33.61,4163.04,42.65,294.0,25.0,77.0,436.4935064935,4389.6103896104,54065.4545454545,553.8961038961,6.76,3.04,0.0,9.8,0.6722,83.2608,67.4336,0.853,2.3412,74.0472,3.4048,0.36468,11.76,1.0,3.08,0.00664,0.67108,5.88,0.5,1.54,,77.204159
gemma-4b,competitive,cot,gemma-4b:cot,25,6.52,3.2,0.0,9.72,0.64248,83.3008,68.3428,0.925,2.3892,74.04,3.386,0.36952,11.48,0.92,3.04,0.0,0.66944,5.74,0.46,1.52,,326.0,32.124,4165.04,46.25,287.0,23.0,76.0,422.6842105263,4289.4736842105,54803.1578947368,608.5526315789,6.52,3.2,0.0,9.72,0.64248,83.3008,68.3428,0.925,2.3892,74.04,3.386,0.36952,11.48,0.92,3.04,0.0,0.66944,5.74,0.46,1.52,,77.089021
gemma-4b,competitive,scot,gemma-4b:scot,25,6.76,3.08,0.0,9.84,0.65884,82.846,67.656,0.89,2.3592,74.014,3.3952,0.36716,11.32,0.96,3.04,0.00664,0.66544,5.66,0.48,1.52,,338.0,32.942,4142.3,44.5,283.0,24.0,76.0,433.4473684211,4447.3684210526,54503.9473684211,585.5263157895,6.76,3.08,0.0,9.84,0.65884,82.846,67.656,0.89,2.3592,74.014,3.3952,0.36716,11.32,0.96,3.04,0.00664,0.66544,5.66,0.48,1.52,,77.064721
gemma-4b,competitive,few_shot,gemma-4b:few_shot,25,6.52,3.36,0.0,9.88,0.64076,82.8248,67.1004,0.89,2.3436,74.2208,3.374,0.36816,11.28,0.92,3.04,0.00616,0.66584,5.64,0.46,1.52,,326.0,32.038,4141.24,44.5,282.0,23.0,76.0,421.5526315789,4289.4736842105,54490.0,585.5263157895,6.52,3.36,0.0,9.88,0.64076,82.8248,67.1004,0.89,2.3436,74.2208,3.374,0.36816,11.28,0.92,3.04,0.00616,0.66584,5.64,0.46,1.52,,76.340221
gemma-4b,consensus,zero_shot,gemma-4b:zero_shot,25,6.32,4.32,0.0,10.64,0.5902,83.7924,68.632,0.93,2.5072,73.0144,3.5688,0.35008,14.08,1.0,3.08,0.02532,0.66944,1588.2,6.38,1588.58,,316.0,29.51,4189.62,46.5,79410.0,319.0,79429.0,0.3715267723,3.9783958,52.7467297838,0.5854284959,6.32,4.32,0.0,10.64,0.5902,83.7924,68.632,0.93,2.5072,73.0144,3.5688,0.35008,14.08,1.0,3.08,0.02532,0.66944,1588.2,6.38,1588.58,,70.206285
gemma-4b,consensus,cot,gemma-4b:cot,25,7.12,4.72,0.0,11.84,0.5792,84.3632,68.05,0.97,2.4592,72.0332,3.706,0.3438,14.68,0.88,3.08,0.0162,0.67372,1709.14,29.36,1732.26,,356.0,28.96,4218.16,48.5,85457.0,1468.0,86613.0,0.3343608927,4.1102374932,48.7012342258,0.5599621304,7.12,4.72,0.0,11.84,0.5792,84.3632,68.05,0.97,2.4592,72.0332,3.706,0.3438,14.68,0.88,3.08,0.0162,0.67372,1709.14,29.36,1732.26,,70.10008
gemma-4b,consensus,scot,gemma-4b:scot,25,7.32,4.68,0.0,12.0,0.58068,85.0084,69.1168,1.0,2.6248,71.4816,3.816,0.33732,15.32,0.96,3.08,0.01944,0.67728,1734.22,164.32,1891.94,,366.0,29.034,4250.42,50.0,86711.0,8216.0,94597.0,0.3069230525,3.8690444729,44.9318688753,0.5285579881,7.32,4.68,0.0,12.0,0.58068,85.0084,69.1168,1.0,2.6248,71.4816,3.816,0.33732,15.32,0.96,3.08,0.01944,0.67728,1734.22,164.32,1891.94,,70.304174
gemma-4b,consensus,few_shot,gemma-4b:few_shot,25,6.28,4.48,0.0,10.76,0.59148,83.9204,68.632,0.93,2.442,73.2764,3.5508,0.35088,13.36,0.92,3.08,0.03064,0.66376,1718.78,0.46,1713.64,,314.0,29.574,4196.02,46.5,85939.0,23.0,85682.0,0.3451600103,3.6647137088,48.9720127915,0.5427044187,6.28,4.48,0.0,10.76,0.59148,83.9204,68.632,0.93,2.442,73.2764,3.5508,0.35088,13.36,0.92,3.08,0.03064,0.66376,1718.78,0.46,1713.64,,69.839518
gemma-4b,hybrid,zero_shot,gemma-4b:zero_shot,25,8.2,6.0,0.04,14.24,0.50544,84.5145833333,69.0241666667,1.0,2.6696,64.8156,4.1252,0.30484,14.68,0.88,2.36,0.26624,0.51816,1460.1,255.32,1708.82,,410.0,25.272,4056.7,50.0,73005.0,12766.0,85441.0,0.295783055,4.7986329748,47.4795472899,0.5851991433,8.2,6.0,0.04,14.24,0.50544,84.5145833333,69.0241666667,1.0,2.6696,64.8156,4.1252,0.30484,14.68,0.88,2.36,0.26624,0.51816,1460.1,255.32,1708.82,,66.155617
gemma-4b,hybrid,cot,gemma-4b:cot,25,7.4,3.72,0.04,11.16,0.56028,80.7095833333,66.16625,0.96,2.86,67.512,3.7404,0.33028,12.96,0.76,2.48,0.21088,0.54092,1166.08,8.64,1169.1,,370.0,28.014,3874.06,48.0,58304.0,432.0,58455.0,0.4792404414,6.3296552904,66.2742280387,0.8211444701,7.4,3.72,0.04,11.16,0.56028,80.7095833333,66.16625,0.96,2.86,67.512,3.7404,0.33028,12.96,0.76,2.48,0.21088,0.54092,1166.08,8.64,1169.1,,68.722352
gemma-4b,hybrid,scot,gemma-4b:scot,25,5.64,2.48,0.0,8.12,0.67636,81.5432,66.5116,0.81168,2.5632,68.3148,4.18,0.3154,12.48,1.0,3.04,0.0204,0.65772,1186.64,3.86,1185.28,,282.0,33.818,4077.16,40.584,59332.0,193.0,59264.0,0.5706330994,4.7583693305,68.7965712743,0.684800216,5.64,2.48,0.0,8.12,0.67636,81.5432,66.5116,0.81168,2.5632,68.3148,4.18,0.3154,12.48,1.0,3.04,0.0204,0.65772,1186.64,3.86,1185.28,,72.466289
gemma-4b,hybrid,few_shot,gemma-4b:few_shot,25,11.12,3.68,0.04,14.84,0.70872,86.1454166667,75.1658333333,1.0,3.3864,54.7944,5.938,0.23588,34.48,2.88,2.92,0.07048,0.73548,1660.22,165.28,1808.28,,556.0,35.436,4134.98,50.0,83011.0,8264.0,90414.0,0.3919304532,6.1494901232,45.7338465282,0.5530117017,11.12,3.68,0.04,14.84,0.70872,86.1454166667,75.1658333333,1.0,3.3864,54.7944,5.938,0.23588,34.48,2.88,2.92,0.07048,0.73548,1660.22,165.28,1808.28,,76.555041
gemma-4b,self_healing,zero_shot,gemma-4b:zero_shot,25,6.84,4.2,0.0,11.04,0.60804,84.4176,70.632,0.92,2.5024,72.862,3.604,0.34848,14.32,0.92,3.04,0.01948,0.66956,527.3,0.46,521.66,,342.0,30.402,4220.88,46.0,26365.0,23.0,26083.0,1.1655867807,13.1119886516,161.8249434498,1.7636008128,6.84,4.2,0.0,11.04,0.60804,84.4176,70.632,0.92,2.5024,72.862,3.604,0.34848,14.32,0.92,3.04,0.01948,0.66956,527.3,0.46,521.66,,74.281593
gemma-4b,self_healing,cot,gemma-4b:cot,25,7.08,4.04,0.0,11.12,0.62384,84.6956,70.7652,0.92,2.5204,72.758,3.6276,0.34684,14.44,0.96,3.04,0.0114,0.67328,834.0,0.48,828.3,,354.0,31.192,4234.78,46.0,41700.0,24.0,41415.0,0.7531570687,8.5476276711,102.2523240372,1.1107086804,7.08,4.04,0.0,11.12,0.62384,84.6956,70.7652,0.92,2.5204,72.758,3.6276,0.34684,14.44,0.96,3.04,0.0114,0.67328,834.0,0.48,828.3,,74.056271
gemma-4b,self_healing,scot,gemma-4b:scot,25,7.0,4.16,0.0,11.16,0.61416,84.5084,68.632,0.92,2.4976,72.4792,3.624,0.34872,14.2,1.0,3.04,0.01388,0.67328,578.62,7.64,580.18,,350.0,30.708,4225.42,46.0,28931.0,382.0,29009.0,1.0585680306,12.0652211383,145.6589334345,1.5857147782,7.0,4.16,0.0,11.16,0.61416,84.5084,68.632,0.92,2.4976,72.4792,3.624,0.34872,14.2,1.0,3.04,0.01388,0.67328,578.62,7.64,580.18,,74.402316
gemma-4b,self_healing,few_shot,gemma-4b:few_shot,25,7.12,3.96,0.0,11.08,0.61684,83.8608,68.232,0.92,2.5264,72.5736,3.6148,0.34992,14.08,0.92,3.04,0.01452,0.6678,678.88,27.98,700.88,,356.0,30.842,4193.04,46.0,33944.0,1399.0,35044.0,0.8800935966,10.1586576875,119.6507248031,1.3126355439,7.12,3.96,0.0,11.08,0.61684,83.8608,68.232,0.92,2.5264,72.5736,3.6148,0.34992,14.08,0.92,3.04,0.01452,0.6678,678.88,27.98,700.88,,73.913357
gemma-4b,soa,zero_shot,gemma-4b:zero_shot,25,7.64,5.08,0.0,12.72,0.58768,85.1536,68.8232,0.97,2.53,70.97,3.8572,0.3286,16.16,0.96,3.08,0.01948,0.67816,381.74,189.76,564.48,,382.0,29.384,4257.68,48.5,19087.0,9488.0,28224.0,1.0410997732,13.5345804989,150.8531746032,1.7183956916,7.64,5.08,0.0,12.72,0.58768,85.1536,68.8232,0.97,2.53,70.97,3.8572,0.3286,16.16,0.96,3.08,0.01948,0.67816,381.74,189.76,564.48,,74.352574
gemma-4b,soa,cot,gemma-4b:cot,25,7.36,4.64,0.04,12.04,0.5844,84.2704166667,66.21125,0.97,2.3696,68.7872,3.59,0.333,14.44,0.96,2.92,0.0586,0.6504,680.82,19.98,694.56,,368.0,29.22,4044.98,48.5,34041.0,999.0,34728.0,0.8413959917,10.5966367196,116.4760423865,1.3965676111,7.36,4.64,0.04,12.04,0.5844,84.2704166667,66.21125,0.97,2.3696,68.7872,3.59,0.333,14.44,0.96,2.92,0.0586,0.6504,680.82,19.98,694.56,,73.31403
gemma-4b,soa,scot,gemma-4b:scot,25,7.64,4.6,0.0,12.24,0.61684,85.2016,68.9564,0.97,2.4952,71.5188,3.7748,0.3362,15.6,0.92,3.08,0.01268,0.67928,480.44,23.84,497.56,,382.0,30.842,4260.08,48.5,24022.0,1192.0,24878.0,1.2397298818,15.3549320685,171.2388455664,1.9495136265,7.64,4.6,0.0,12.24,0.61684,85.2016,68.9564,0.97,2.4952,71.5188,3.7748,0.3362,15.6,0.92,3.08,0.01268,0.67928,480.44,23.84,497.56,,75.752559
gemma-4b,soa,few_shot,gemma-4b:few_shot,25,7.64,4.68,0.0,12.32,0.59944,84.8188,67.3628,0.965,2.5088,71.494,3.7816,0.33336,15.4,0.96,3.04,0.0264,0.6744,609.62,0.48,603.44,,382.0,29.972,4240.94,48.25,30481.0,24.0,30172.0,0.9933713377,12.6607450616,140.5587962349,1.5991647885,7.64,4.68,0.0,12.32,0.59944,84.8188,67.3628,0.965,2.5088,71.494,3.7816,0.33336,15.4,0.96,3.04,0.0264,0.6744,609.62,0.48,603.44,,74.504191
gemma-4b,swarm,zero_shot,gemma-4b:zero_shot,25,4.0,1.24,0.04,5.28,0.7164,77.455,61.6075,0.698,2.0724,74.2312,2.5924,0.45152,5.96,0.8,2.96,0.05168,0.56456,838.86,186.42,1023.38,,200.0,35.82,3717.84,34.9,41943.0,9321.0,51169.0,0.7000332232,3.9086165452,72.6580546815,0.6820535871,4.0,1.24,0.04,5.28,0.7164,77.455,61.6075,0.698,2.0724,74.2312,2.5924,0.45152,5.96,0.8,2.96,0.05168,0.56456,838.86,186.42,1023.38,,70.918024
gemma-4b,swarm,cot,gemma-4b:cot,25,4.84,2.08,0.08,7.0,0.63932,78.8720833333,65.9658333333,0.84,2.1808,77.6412,2.9144,0.43632,7.12,0.72,3.16,0.03904,0.59236,1034.92,6.24,1038.82,,242.0,31.966,3785.86,42.0,51746.0,312.0,51941.0,0.6154290445,4.6591324772,72.8876995052,0.8086097688,4.84,2.08,0.08,7.0,0.63932,78.8720833333,65.9658333333,0.84,2.1808,77.6412,2.9144,0.43632,7.12,0.72,3.16,0.03904,0.59236,1034.92,6.24,1038.82,,70.548554
