model,agent,prompt,config_label,problems,passed_mean,failed_mean,errors_mean,total_mean,functional_correctness_mean,line_coverage_mean,branch_coverage_mean,mutation_score_mean,complexity_cc_mean,maintainability_mi_mean,bloat_ratio_mean,similarity_score_mean,unique_inputs_count_mean,edge_case_count_mean,test_type_count_mean,duplication_ratio_mean,diversity_score_mean,prompt_tokens_mean,completion_tokens_mean,total_tokens_mean,execution_time_mean,passed_sum,functional_correctness_sum,line_coverage_sum,mutation_score_sum,prompt_tokens_sum,completion_tokens_sum,total_tokens_sum,fc_per_1k_tokens,passed_per_1k_tokens,coverage_per_1k_tokens,mutation_per_1k_tokens,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,unique_inputs_count,edge_case_count,test_type_count,duplication_ratio,diversity_score,prompt_tokens,completion_tokens,total_tokens,elapsed_s,quality_rank
gemma-12b,competitive,scot,gemma-12b:scot,25,3.6,6.04,0.0,9.64,0.37124,76.9712,43.1212,0.93,3.18,72.8684,3.2328,0.37792,7.88,0.32,1.44,0.56308,0.30468,3.94,0.16,0.72,,180.0,18.562,3848.56,46.5,197.0,8.0,36.0,515.6111111111,5000.0,106904.4444444444,1291.6666666667,3.6,6.04,0.0,9.64,0.37124,76.9712,43.1212,0.93,3.18,72.8684,3.2328,0.37792,7.88,0.32,1.44,0.56308,0.30468,3.94,0.16,0.72,,61.086936
gemma-12b,competitive,few_shot,gemma-12b:few_shot,25,3.52,6.04,0.0,9.56,0.36292,77.2456,43.1612,0.96,3.5308,72.1428,3.308,0.37164,8.32,0.32,1.44,0.56284,0.30472,4.16,0.16,0.72,,176.0,18.146,3862.28,48.0,208.0,8.0,36.0,504.0555555556,4888.8888888889,107285.5555555556,1333.3333333333,3.52,6.04,0.0,9.56,0.36292,77.2456,43.1612,0.96,3.5308,72.1428,3.308,0.37164,8.32,0.32,1.44,0.56284,0.30472,4.16,0.16,0.72,,61.273136
gemma-12b,consensus,zero_shot,gemma-12b:zero_shot,25,1.52,2.2,0.68,4.4,0.11456,78.52625,57.02125,0.964,2.6324,71.1972,3.2056,0.37532,15.12,0.84,2.68,0.20284,0.55336,1493.12,0.42,1486.9,,76.0,5.728,1256.42,48.2,74656.0,21.0,74345.0,0.0770462035,1.0222610801,16.8998587666,0.6483287376,1.52,2.2,0.68,4.4,0.11456,78.52625,57.02125,0.964,2.6324,71.1972,3.2056,0.37532,15.12,0.84,2.68,0.20284,0.55336,1493.12,0.42,1486.9,,49.533011
gemma-12b,consensus,cot,gemma-12b:cot,25,1.0,3.0,0.64,4.64,0.07684,73.2933333333,43.2777777778,1.0,2.62,72.2044,3.0592,0.37616,15.4,0.76,2.72,0.16484,0.57156,1860.92,8.58,1862.78,,50.0,3.842,1319.28,50.0,93046.0,429.0,93139.0,0.0412501745,0.5368320467,14.1646356521,0.5368320467,1.0,3.0,0.64,4.64,0.07684,73.2933333333,43.2777777778,1.0,2.62,72.2044,3.0592,0.37616,15.4,0.76,2.72,0.16484,0.57156,1860.92,8.58,1862.78,,46.256282
gemma-12b,consensus,scot,gemma-12b:scot,25,0.72,2.24,0.72,3.68,0.05604,70.7742857143,47.0714285714,1.0,2.6244,70.942,3.1952,0.36636,16.44,0.88,2.88,0.12968,0.59832,1672.08,174.1,1838.96,,36.0,2.802,990.84,50.0,83604.0,8705.0,91948.0,0.030473746,0.3915256449,10.7760908339,0.543785618,0.72,2.24,0.72,3.68,0.05604,70.7742857143,47.0714285714,1.0,2.6244,70.942,3.1952,0.36636,16.44,0.88,2.88,0.12968,0.59832,1672.08,174.1,1838.96,,45.137006
gemma-12b,consensus,few_shot,gemma-12b:few_shot,25,0.76,2.2,0.72,3.68,0.06132,75.8057142857,54.2142857143,0.96,2.6484,71.3328,3.0756,0.37748,16.72,0.88,2.88,0.12248,0.60712,1364.84,4.7,1362.18,,38.0,3.066,1061.28,48.0,68242.0,235.0,68109.0,0.0450160772,0.5579292017,15.5820816632,0.7047526759,0.76,2.2,0.72,3.68,0.06132,75.8057142857,54.2142857143,0.96,2.6484,71.3328,3.0756,0.37748,16.72,0.88,2.88,0.12248,0.60712,1364.84,4.7,1362.18,,47.592975
gemma-12b,hybrid,zero_shot,gemma-12b:zero_shot,25,0.96,0.8,0.84,2.6,0.08936,84.36,67.9575,1.0,3.264,58.9996,4.7732,0.25732,6.52,0.36,1.36,0.60688,0.25628,1332.96,0.18,1330.38,,48.0,4.468,674.88,50.0,66648.0,9.0,66519.0,0.0671687788,0.7215983403,10.145672665,0.7516649378,0.96,0.8,0.84,2.6,0.08936,84.36,67.9575,1.0,3.264,58.9996,4.7732,0.25732,6.52,0.36,1.36,0.60688,0.25628,1332.96,0.18,1330.38,,48.04472
gemma-12b,hybrid,cot,gemma-12b:cot,25,8.48,3.4,0.12,12.0,0.62076,85.0495454545,64.32,0.968,2.8068,68.4292,4.0964,0.31104,3.52,0.28,0.72,0.8,0.14768,1568.64,0.14,1567.24,,424.0,31.038,3742.18,48.4,78432.0,7.0,78362.0,0.396084837,5.4107858401,47.7550343279,0.6176463082,8.48,3.4,0.12,12.0,0.62076,85.0495454545,64.32,0.968,2.8068,68.4292,4.0964,0.31104,3.52,0.28,0.72,0.8,0.14768,1568.64,0.14,1567.24,,67.16246
gemma-12b,hybrid,scot,gemma-12b:scot,25,4.48,1.68,0.44,6.6,0.3946,82.7092857143,64.8214285714,0.89,2.1916,69.892,3.2992,0.3518,5.72,0.4,1.44,0.57948,0.29488,947.54,0.2,945.4,,224.0,19.73,2315.86,44.5,47377.0,10.0,47270.0,0.4173894648,4.738734927,48.9921726253,0.9414004654,4.48,1.68,0.44,6.6,0.3946,82.7092857143,64.8214285714,0.89,2.1916,69.892,3.2992,0.3518,5.72,0.4,1.44,0.57948,0.29488,947.54,0.2,945.4,,59.787951
gemma-12b,hybrid,few_shot,gemma-12b:few_shot,25,12.04,4.04,0.2,16.28,0.61852,88.4705,74.4765,0.854,2.9056,61.8152,5.8856,0.2372,9.52,1.44,2.04,0.40776,0.447,1338.66,0.72,1334.92,,602.0,30.926,3538.82,42.7,66933.0,36.0,66746.0,0.463338627,9.0192670722,53.0192071435,0.6397387109,12.04,4.04,0.2,16.28,0.61852,88.4705,74.4765,0.854,2.9056,61.8152,5.8856,0.2372,9.52,1.44,2.04,0.40776,0.447,1338.66,0.72,1334.92,,69.941672
gemma-12b,self_healing,zero_shot,gemma-12b:zero_shot,25,2.68,0.96,0.52,4.16,0.23884,60.2883333333,40.8058333333,0.96668,2.8464,69.3012,3.146,0.38496,11.36,0.52,2.16,0.36248,0.42708,665.56,146.34,807.04,,134.0,11.942,1446.92,48.334,33278.0,7317.0,40352.0,0.295945678,3.320777161,35.8574544013,1.1978092784,2.68,0.96,0.52,4.16,0.23884,60.2883333333,40.8058333333,0.96668,2.8464,69.3012,3.146,0.38496,11.36,0.52,2.16,0.36248,0.42708,665.56,146.34,807.04,,50.859492
gemma-12b,self_healing,cot,gemma-12b:cot,25,2.96,1.48,0.44,4.88,0.25832,66.0228571429,50.7764285714,0.96334,3.2652,68.5196,3.304,0.37484,10.04,0.52,1.92,0.44248,0.37708,519.18,60.02,574.88,,148.0,12.916,1848.64,48.167,25959.0,3001.0,28744.0,0.4493459505,5.1489006401,64.3139437796,1.6757236293,2.96,1.48,0.44,4.88,0.25832,66.0228571429,50.7764285714,0.96334,3.2652,68.5196,3.304,0.37484,10.04,0.52,1.92,0.44248,0.37708,519.18,60.02,574.88,,53.252093
gemma-12b,self_healing,scot,gemma-12b:scot,25,2.72,1.16,0.48,4.36,0.24692,64.2446153846,50.3853846154,0.96668,3.0332,68.8504,3.2656,0.37748,9.8,0.56,1.88,0.44248,0.37576,562.08,395.98,953.82,,136.0,12.346,1670.36,48.334,28104.0,19799.0,47691.0,0.2588748401,2.8516910948,35.0246377723,1.0134826277,2.72,1.16,0.48,4.36,0.24692,64.2446153846,50.3853846154,0.96668,3.0332,68.8504,3.2656,0.37748,9.8,0.56,1.88,0.44248,0.37576,562.08,395.98,953.82,,51.197112
gemma-12b,self_healing,few_shot,gemma-12b:few_shot,25,3.04,1.32,0.4,4.76,0.30892,65.54,54.7693333333,0.90134,3.3696,68.5656,3.4684,0.36856,9.36,0.44,1.88,0.44248,0.35976,611.0,314.88,921.92,,152.0,15.446,1966.2,45.067,30550.0,15744.0,46096.0,0.3350833044,3.2974661576,42.6544602569,0.9776770219,3.04,1.32,0.4,4.76,0.30892,65.54,54.7693333333,0.90134,3.3696,68.5656,3.4684,0.36856,9.36,0.44,1.88,0.44248,0.35976,611.0,314.88,921.92,,52.961146
gemma-12b,soa,zero_shot,gemma-12b:zero_shot,25,2.4,2.96,0.56,5.92,0.18128,79.53,54.4272727273,0.96,3.0592,68.8536,3.5392,0.348,12.76,0.72,2.28,0.32,0.46408,756.36,0.36,751.12,,120.0,9.064,1749.66,48.0,37818.0,18.0,37556.0,0.2413462563,3.1952284588,46.588028544,1.2780913835,2.4,2.96,0.56,5.92,0.18128,79.53,54.4272727273,0.96,3.0592,68.8536,3.5392,0.348,12.76,0.72,2.28,0.32,0.46408,756.36,0.36,751.12,,53.813111
gemma-12b,soa,cot,gemma-12b:cot,25,2.36,2.92,0.56,5.84,0.16508,76.1081818182,50.2581818182,0.968,2.8424,67.1652,3.2652,0.36008,14.56,0.68,2.16,0.36684,0.43464,843.08,0.34,836.88,,118.0,8.254,1674.38,48.4,42154.0,17.0,41844.0,0.1972564764,2.8199980881,40.0148169391,1.1566771819,2.36,2.92,0.56,5.84,0.16508,76.1081818182,50.2581818182,0.968,2.8424,67.1652,3.2652,0.36008,14.56,0.68,2.16,0.36684,0.43464,843.08,0.34,836.88,,51.865642
gemma-12b,soa,scot,gemma-12b:scot,25,2.48,3.12,0.52,6.12,0.19768,80.4341666667,49.975,0.964,3.2556,69.1852,3.4752,0.34772,12.48,0.64,2.28,0.32,0.46076,1066.32,0.32,1061.22,,124.0,9.884,1930.42,48.2,53316.0,16.0,53061.0,0.1862761727,2.3369329639,36.3811462279,0.9083884586,2.48,3.12,0.52,6.12,0.19768,80.4341666667,49.975,0.964,3.2556,69.1852,3.4752,0.34772,12.48,0.64,2.28,0.32,0.46076,1066.32,0.32,1061.22,,53.747053
gemma-12b,soa,few_shot,gemma-12b:few_shot,25,2.32,3.24,0.56,6.12,0.16532,80.5509090909,50.44,0.968,2.796,66.5876,3.2648,0.34892,14.2,0.76,2.28,0.32212,0.4722,515.4,0.38,509.44,,116.0,8.266,1772.12,48.4,25770.0,19.0,25472.0,0.324513191,4.5540201005,69.5712939698,1.9001256281,2.32,3.24,0.56,6.12,0.16532,80.5509090909,50.44,0.968,2.796,66.5876,3.2648,0.34892,14.2,0.76,2.28,0.32212,0.4722,515.4,0.38,509.44,,54.390938
gemma-12b,swarm,zero_shot,gemma-12b:zero_shot,25,0.08,1.0,0.0,1.08,0.08,54.2372,21.8,0.96,1.5736,83.8196,1.0024,0.749,1.32,0.52,2.92,0.02,0.44584,915.56,0.26,916.36,,4.0,4.0,2711.86,48.0,45778.0,13.0,45818.0,0.0873019337,0.0873019337,59.1876555066,1.0476232049,0.08,1.0,0.0,1.08,0.08,54.2372,21.8,0.96,1.5736,83.8196,1.0024,0.749,1.32,0.52,2.92,0.02,0.44584,915.56,0.26,916.36,,42.736826
gemma-12b,swarm,cot,gemma-12b:cot,25,0.16,2.52,0.0,2.68,0.016,56.0328,17.44,1.0,1.6468,84.0864,1.3352,0.66816,2.44,0.6,2.92,0.04,0.46816,692.62,0.3,692.86,,8.0,0.8,2801.64,50.0,34631.0,15.0,34643.0,0.0230926883,0.2309268828,80.8717489825,1.4432930173,0.16,2.52,0.0,2.68,0.016,56.0328,17.44,1.0,1.6468,84.0864,1.3352,0.66816,2.44,0.6,2.92,0.04,0.46816,692.62,0.3,692.86,,42.15157
gemma-12b,swarm,scot,gemma-12b:scot,25,0.0,1.2,0.0,1.2,0.0,52.6324,17.6,1.0,1.6072,82.4608,1.0808,0.72848,1.32,0.4,3.0,0.04,0.4398,888.12,0.2,888.96,,0.0,0.0,2631.62,50.0,44406.0,10.0,44448.0,0.0,0.0,59.2067134629,1.1249100072,0.0,1.2,0.0,1.2,0.0,52.6324,17.6,1.0,1.6072,82.4608,1.0808,0.72848,1.32,0.4,3.0,0.04,0.4398,888.12,0.2,888.96,,39.761367
gemma-12b,swarm,few_shot,gemma-12b:few_shot,25,0.04,1.24,0.0,1.28,0.04,53.2232,20.48,0.96,1.5368,82.8592,0.978,0.7552,1.6,0.04,3.0,0.03996,0.43172,751.74,0.02,752.44,,2.0,2.0,2661.16,48.0,37587.0,1.0,37622.0,0.0531603849,0.0531603849,70.7341449152,1.2758492371,0.04,1.24,0.0,1.28,0.04,53.2232,20.48,0.96,1.5368,82.8592,0.978,0.7552,1.6,0.04,3.0,0.03996,0.43172,751.74,0.02,752.44,,41.257461
gemma-1b,actor_critic,zero_shot,gemma-1b:zero_shot,25,2.16,3.64,0.08,5.88,0.25048,62.7230434783,47.772173913,1.0,3.3432,66.5324,3.0444,0.3762,8.88,0.72,2.2,0.30384,0.46912,1417.36,551.42,1965.08,,108.0,12.524,2885.26,50.0,70868.0,27571.0,98254.0,0.1274655485,1.0991918904,29.3653184603,0.5088851344,2.16,3.64,0.08,5.88,0.25048,62.7230434783,47.772173913,1.0,3.3432,66.5324,3.0444,0.3762,8.88,0.72,2.2,0.30384,0.46912,1417.36,551.42,1965.08,,49.213296
gemma-1b,actor_critic,cot,gemma-1b:cot,25,0.0,0.0,0.0,0.0,0.0,18.2176,2.28,1.0,2.64,72.8236,1.9076,0.56728,0.0,0.0,0.0,1.0,0.0,817.28,362.2,1179.48,,0.0,0.0,910.88,50.0,40864.0,18110.0,58974.0,0.0,0.0,15.4454505375,0.8478312477,0.0,0.0,0.0,0.0,0.0,18.2176,2.28,1.0,2.64,72.8236,1.9076,0.56728,0.0,0.0,0.0,1.0,0.0,817.28,362.2,1179.48,,25.846323
gemma-1b,actor_critic,scot,gemma-1b:scot,25,1.8,3.2,0.0,5.0,0.18036,53.692,42.8336,1.0,4.5528,72.6704,3.184,0.40908,10.36,0.6,2.2,0.30456,0.46892,1716.56,1330.9,3043.08,,90.0,9.018,2684.6,50.0,85828.0,66545.0,152154.0,0.0592688986,0.5915059742,17.6439659818,0.3286144301,1.8,3.2,0.0,5.0,0.18036,53.692,42.8336,1.0,4.5528,72.6704,3.184,0.40908,10.36,0.6,2.2,0.30456,0.46892,1716.56,1330.9,3043.08,,40.759693
gemma-1b,actor_critic,few_shot,gemma-1b:few_shot,25,1.64,1.12,0.04,2.8,0.54584,64.0679166667,59.4,0.658,2.8396,77.2628,2.318,0.50484,5.52,0.96,2.52,0.16,0.47616,1744.94,904.58,2647.54,,82.0,27.292,3075.26,32.9,87247.0,45229.0,132377.0,0.2061687453,0.6194429546,23.2310748846,0.2485326001,1.64,1.12,0.04,2.8,0.54584,64.0679166667,59.4,0.658,2.8396,77.2628,2.318,0.50484,5.52,0.96,2.52,0.16,0.47616,1744.94,904.58,2647.54,,54.15878
gemma-1b,adversarial,zero_shot,gemma-1b:zero_shot,25,1.64,2.48,0.04,4.16,0.22856,55.6366666667,38.6195833333,1.0,2.8304,74.5348,2.69,0.4536,6.44,0.6,1.96,0.37168,0.4122,677.8,276.58,951.84,,82.0,11.428,2670.56,50.0,33890.0,13829.0,47592.0,0.2401243907,1.7229786519,56.1136325433,1.0505967389,1.64,2.48,0.04,4.16,0.22856,55.6366666667,38.6195833333,1.0,2.8304,74.5348,2.69,0.4536,6.44,0.6,1.96,0.37168,0.4122,677.8,276.58,951.84,,49.18115
gemma-1b,adversarial,cot,gemma-1b:cot,25,0.0,0.0,0.0,0.0,0.0,19.1916,2.28,1.0,2.56,70.7556,1.9256,0.56468,0.0,0.0,0.0,1.0,0.0,479.54,196.32,675.86,,0.0,0.0,959.58,50.0,23977.0,9816.0,33793.0,0.0,0.0,28.3958216199,1.4795963661,0.0,0.0,0.0,0.0,0.0,19.1916,2.28,1.0,2.56,70.7556,1.9256,0.56468,0.0,0.0,0.0,1.0,0.0,479.54,196.32,675.86,,27.673115
gemma-1b,adversarial,scot,gemma-1b:scot,25,1.68,1.68,0.08,3.44,0.23256,51.7904347826,38.2039130435,0.96,3.6956,70.5704,2.6592,0.43836,6.24,0.44,1.8,0.4124,0.38228,535.28,30.04,562.88,,84.0,11.628,2382.36,48.0,26764.0,1502.0,28144.0,0.4131608869,2.9846503695,84.6489482661,1.7055144969,1.68,1.68,0.08,3.44,0.23256,51.7904347826,38.2039130435,0.96,3.6956,70.5704,2.6592,0.43836,6.24,0.44,1.8,0.4124,0.38228,535.28,30.04,562.88,,48.703213
gemma-1b,adversarial,few_shot,gemma-1b:few_shot,25,1.12,0.72,0.08,1.92,0.39332,51.6569565217,45.3056521739,0.706,2.4076,73.3808,2.2728,0.4788,2.96,0.68,1.8,0.4,0.33448,438.18,8.1,445.36,,56.0,19.666,2376.22,35.3,21909.0,405.0,22268.0,0.8831507095,2.5148194719,106.7100772409,1.5852344171,1.12,0.72,0.08,1.92,0.39332,51.6569565217,45.3056521739,0.706,2.4076,73.3808,2.2728,0.4788,2.96,0.68,1.8,0.4,0.33448,438.18,8.1,445.36,,51.181706
gemma-1b,atomic_swarm,zero_shot,gemma-1b:zero_shot,25,0.0,0.08,0.0,0.08,0.0,15.6132,0.6248,1.0,3.8368,68.2744,4.4444,0.327,0.6,0.12,0.24,0.92,0.052,809.14,418.54,1227.44,,0.0,0.0,780.66,50.0,40457.0,20927.0,61372.0,0.0,0.0,12.7201329597,0.8147037737,0.0,0.08,0.0,0.08,0.0,15.6132,0.6248,1.0,3.8368,68.2744,4.4444,0.327,0.6,0.12,0.24,0.92,0.052,809.14,418.54,1227.44,,25.564445
gemma-1b,atomic_swarm,cot,gemma-1b:cot,25,0.0,0.04,0.04,0.08,0.0,15.3170833333,0.6945833333,1.0,3.74,65.3716,4.208,0.31992,0.44,0.04,0.12,0.96,0.02768,556.02,448.46,1004.3,,0.0,0.0,735.22,50.0,27801.0,22423.0,50215.0,0.0,0.0,14.6414418003,0.9957184108,0.0,0.04,0.04,0.08,0.0,15.3170833333,0.6945833333,1.0,3.74,65.3716,4.208,0.31992,0.44,0.04,0.12,0.96,0.02768,556.02,448.46,1004.3,,25.948729
gemma-1b,atomic_swarm,scot,gemma-1b:scot,25,0.0,0.08,0.0,0.08,0.0,15.578,0.6668,1.0,3.96,68.0508,4.4684,0.32456,0.6,0.12,0.24,0.92,0.052,1178.22,560.7,1738.68,,0.0,0.0,778.9,50.0,58911.0,28035.0,86934.0,0.0,0.0,8.9596705547,0.5751489636,0.0,0.08,0.0,0.08,0.0,15.578,0.6668,1.0,3.96,68.0508,4.4684,0.32456,0.6,0.12,0.24,0.92,0.052,1178.22,560.7,1738.68,,23.948397
gemma-1b,atomic_swarm,few_shot,gemma-1b:few_shot,25,0.0,0.08,0.0,0.08,0.0,14.908,0.6668,1.0,4.59,66.93,4.8128,0.31656,1.12,0.0,0.24,0.92,0.052,456.32,294.18,750.06,,0.0,0.0,745.4,50.0,22816.0,14709.0,37503.0,0.0,0.0,19.8757432739,1.3332266752,0.0,0.08,0.0,0.08,0.0,14.908,0.6668,1.0,4.59,66.93,4.8128,0.31656,1.12,0.0,0.24,0.92,0.052,456.32,294.18,750.06,,26.888944
gemma-1b,baseline,zero_shot,gemma-1b:zero_shot,25,1.2,0.88,0.08,2.16,0.176,40.8334782609,25.6886956522,1.0,2.4944,68.6832,2.0872,0.48736,2.92,0.4,0.96,0.68,0.20368,749.46,335.8,1084.08,,60.0,8.8,1878.34,50.0,37473.0,16790.0,54204.0,0.1623496421,1.1069293779,34.6531621283,0.9224411483,1.2,0.88,0.08,2.16,0.176,40.8334782609,25.6886956522,1.0,2.4944,68.6832,2.0872,0.48736,2.92,0.4,0.96,0.68,0.20368,749.46,335.8,1084.08,,40.877013
gemma-1b,baseline,cot,gemma-1b:cot,25,0.0,0.0,0.0,0.0,0.0,18.07,2.28,1.0,2.54,73.2144,1.8516,0.58484,0.0,0.0,0.0,1.0,0.0,530.28,487.04,1017.32,,0.0,0.0,903.5,50.0,26514.0,24352.0,50866.0,0.0,0.0,17.7623559942,0.9829748752,0.0,0.0,0.0,0.0,0.0,18.07,2.28,1.0,2.54,73.2144,1.8516,0.58484,0.0,0.0,0.0,1.0,0.0,530.28,487.04,1017.32,,26.319225
gemma-1b,baseline,scot,gemma-1b:scot,25,0.52,0.32,0.04,0.88,0.04668,26.005,6.75,1.0,2.45,71.58,1.924,0.54824,0.84,0.08,0.24,0.92,0.05132,492.84,502.26,994.76,,26.0,2.334,1248.24,50.0,24642.0,25113.0,49738.0,0.0469258917,0.5227391532,25.0963046363,1.0052676022,0.52,0.32,0.04,0.88,0.04668,26.005,6.75,1.0,2.45,71.58,1.924,0.54824,0.84,0.08,0.24,0.92,0.05132,492.84,502.26,994.76,,30.7543
gemma-1b,baseline,few_shot,gemma-1b:few_shot,25,0.28,0.36,0.12,0.76,0.09668,30.7072727273,13.0618181818,0.96,2.2944,64.2168,1.724,0.51964,0.8,0.16,0.6,0.8,0.10672,623.16,890.44,1513.42,,14.0,4.834,1351.12,48.0,31158.0,44522.0,75671.0,0.0638818041,0.1850114311,17.8551889099,0.6343249065,0.28,0.36,0.12,0.76,0.09668,30.7072727273,13.0618181818,0.96,2.2944,64.2168,1.724,0.51964,0.8,0.16,0.6,0.8,0.10672,623.16,890.44,1513.42,,32.253293
gemma-1b,coa,zero_shot,gemma-1b:zero_shot,25,0.0,0.0,0.0,0.0,0.0,18.7944,2.12,1.0,3.2456,68.4672,4.1972,0.36264,0.0,0.0,0.0,1.0,0.0,696.62,424.28,1120.9,,0.0,0.0,939.72,50.0,34831.0,21214.0,56045.0,0.0,0.0,16.7672406102,0.8921402444,0.0,0.0,0.0,0.0,0.0,18.7944,2.12,1.0,3.2456,68.4672,4.1972,0.36264,0.0,0.0,0.0,1.0,0.0,696.62,424.28,1120.9,,26.174688
gemma-1b,coa,cot,gemma-1b:cot,25,0.0,0.0,0.0,0.0,0.0,18.788,2.12,1.0,3.1956,68.2332,4.2472,0.36136,0.0,0.0,0.0,1.0,0.0,1478.38,695.16,2173.54,,0.0,0.0,939.4,50.0,73919.0,34758.0,108677.0,0.0,0.0,8.6439633041,0.4600789495,0.0,0.0,0.0,0.0,0.0,18.788,2.12,1.0,3.1956,68.2332,4.2472,0.36136,0.0,0.0,0.0,1.0,0.0,1478.38,695.16,2173.54,,22.863774
gemma-1b,coa,scot,gemma-1b:scot,25,0.0,0.0,0.0,0.0,0.0,18.7632,2.12,1.0,3.2176,68.2888,4.1196,0.37232,0.0,0.0,0.0,1.0,0.0,805.08,855.04,1660.12,,0.0,0.0,938.16,50.0,40254.0,42752.0,83006.0,0.0,0.0,11.3023154953,0.602366094,0.0,0.0,0.0,0.0,0.0,18.7632,2.12,1.0,3.2176,68.2888,4.1196,0.37232,0.0,0.0,0.0,1.0,0.0,805.08,855.04,1660.12,,24.471675
gemma-1b,coa,few_shot,gemma-1b:few_shot,25,0.0,0.0,0.0,0.0,0.0,18.3052,2.12,1.0,3.2924,69.0096,4.2384,0.35992,0.0,0.0,0.0,1.0,0.0,424.04,304.6,728.64,,0.0,0.0,915.26,50.0,21202.0,15230.0,36432.0,0.0,0.0,25.1224198507,1.3724198507,0.0,0.0,0.0,0.0,0.0,18.3052,2.12,1.0,3.2924,69.0096,4.2384,0.35992,0.0,0.0,0.0,1.0,0.0,424.04,304.6,728.64,,27.285584
gemma-1b,competitive,zero_shot,gemma-1b:zero_shot,25,0.0,0.04,0.0,0.04,0.0,19.1332,2.28,1.0,3.1068,75.7584,1.8712,0.59372,1.32,0.0,0.12,0.96,0.026,0.66,0.0,0.06,,0.0,0.0,956.66,50.0,33.0,0.0,3.0,0.0,0.0,318886.6666666666,16666.6666666667,0.0,0.04,0.0,0.04,0.0,19.1332,2.28,1.0,3.1068,75.7584,1.8712,0.59372,1.32,0.0,0.12,0.96,0.026,0.66,0.0,0.06,,30.043111
gemma-1b,competitive,cot,gemma-1b:cot,25,0.0,0.0,0.04,0.04,0.0,19.6091666667,2.375,1.0,2.38,72.6244,1.758,0.5866,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,941.24,50.0,0.0,0.0,0.0,,,,,0.0,0.0,0.04,0.04,0.0,19.6091666667,2.375,1.0,2.38,72.6244,1.758,0.5866,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,29.902292
gemma-1b,competitive,scot,gemma-1b:scot,25,0.0,0.0,0.04,0.04,0.0,19.77375,2.375,1.0,2.36,72.4136,1.75,0.58684,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,949.14,50.0,0.0,0.0,0.0,,,,,0.0,0.0,0.04,0.04,0.0,19.77375,2.375,1.0,2.36,72.4136,1.75,0.58684,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,29.943438
gemma-1b,competitive,few_shot,gemma-1b:few_shot,25,0.0,0.0,0.04,0.04,0.0,19.62,2.375,1.0,2.4,72.6008,1.766,0.57984,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,941.76,50.0,0.0,0.0,0.0,,,,,0.0,0.0,0.04,0.04,0.0,19.62,2.375,1.0,2.4,72.6008,1.766,0.57984,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,29.905
gemma-1b,consensus,zero_shot,gemma-1b:zero_shot,25,0.92,1.68,0.04,2.64,0.14756,43.47875,25.1125,0.96,2.2528,71.7912,2.226,0.51632,3.12,0.36,1.08,0.65656,0.22388,1397.0,562.96,1958.76,,46.0,7.378,2086.98,48.0,69850.0,28148.0,97938.0,0.0753333742,0.4696849027,21.3091956136,0.4901059854,0.92,1.68,0.04,2.64,0.14756,43.47875,25.1125,0.96,2.2528,71.7912,2.226,0.51632,3.12,0.36,1.08,0.65656,0.22388,1397.0,562.96,1958.76,,37.252891
gemma-1b,consensus,cot,gemma-1b:cot,25,0.96,1.04,0.04,2.04,0.15776,40.1629166667,21.8979166667,0.96,2.384,72.5692,2.15,0.53504,2.6,0.4,0.96,0.68572,0.19828,1467.32,648.4,2114.7,,48.0,7.888,1927.82,48.0,73366.0,32420.0,105735.0,0.0746015983,0.4539651014,18.2325625384,0.4539651014,0.96,1.04,0.04,2.04,0.15776,40.1629166667,21.8979166667,0.96,2.384,72.5692,2.15,0.53504,2.6,0.4,0.96,0.68572,0.19828,1467.32,648.4,2114.7,,36.085685
gemma-1b,consensus,scot,gemma-1b:scot,25,1.04,1.6,0.04,2.68,0.13088,39.79,23.98125,1.0,2.82,72.8312,2.3372,0.517,2.96,0.32,0.96,0.69084,0.20368,1576.06,598.66,2173.56,,52.0,6.544,1909.92,50.0,78803.0,29933.0,108678.0,0.0602145788,0.4784777048,17.5741180368,0.4600747161,1.04,1.6,0.04,2.68,0.13088,39.79,23.98125,1.0,2.82,72.8312,2.3372,0.517,2.96,0.32,0.96,0.69084,0.20368,1576.06,598.66,2173.56,,35.386211
gemma-1b,consensus,few_shot,gemma-1b:few_shot,25,1.2,1.96,0.04,3.2,0.16932,46.3958333333,29.5020833333,0.96,2.2808,71.8964,2.3104,0.51932,3.48,0.4,1.2,0.62944,0.24532,1495.26,288.02,1781.94,,60.0,8.466,2227.0,48.0,74763.0,14401.0,89097.0,0.0950200343,0.6734233476,24.995229918,0.5387386781,1.2,1.96,0.04,3.2,0.16932,46.3958333333,29.5020833333,0.96,2.2808,71.8964,2.3104,0.51932,3.48,0.4,1.2,0.62944,0.24532,1495.26,288.02,1781.94,,39.622853
