model,agent,prompt,config_label,problems,passed_mean,failed_mean,errors_mean,total_mean,functional_correctness_mean,line_coverage_mean,branch_coverage_mean,mutation_score_mean,complexity_cc_mean,maintainability_mi_mean,bloat_ratio_mean,similarity_score_mean,unique_inputs_count_mean,edge_case_count_mean,test_type_count_mean,duplication_ratio_mean,diversity_score_mean,prompt_tokens_mean,completion_tokens_mean,total_tokens_mean,execution_time_mean,passed_sum,functional_correctness_sum,line_coverage_sum,mutation_score_sum,prompt_tokens_sum,completion_tokens_sum,total_tokens_sum,fc_per_1k_tokens,passed_per_1k_tokens,coverage_per_1k_tokens,mutation_per_1k_tokens,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,unique_inputs_count,edge_case_count,test_type_count,duplication_ratio,diversity_score,prompt_tokens,completion_tokens,total_tokens,elapsed_s,quality_rank
gemma-1b,swarm,cot,gemma-1b:cot,25,0.2,1.08,0.24,1.52,0.04268,39.4105263158,28.6573684211,0.0,4.7384,51.6932,2.142,0.19188,5.08,0.4,2.04,0.40668,0.37808,1172.2,1249.6,2421.8,42.3208,5.0,1.067,748.8,0.0,29305.0,31240.0,60545.0,0.0176232554,0.0825832026,12.3676604179,0.0,0.2,1.08,0.24,1.52,0.04268,39.4105263158,28.6573684211,0.0,4.7384,51.6932,2.142,0.19188,5.08,0.4,2.04,0.40668,0.37808,1172.2,1249.6,2421.8,42.3208,23.106721
gemma-1b,swarm,scot,gemma-1b:scot,25,0.2,0.28,0.04,0.52,0.06,25.72625,17.7083333333,0.0,4.7956,75.5836,2.554,0.45116,1.92,0.12,0.6,0.8,0.12204,1392.8,1091.92,2484.72,60.4116,5.0,1.5,617.43,0.0,34820.0,27298.0,62118.0,0.0241475901,0.0804919669,9.9396310248,0.0,0.2,0.28,0.04,0.52,0.06,25.72625,17.7083333333,0.0,4.7956,75.5836,2.554,0.45116,1.92,0.12,0.6,0.8,0.12204,1392.8,1091.92,2484.72,60.4116,17.760014
gemma-1b,swarm,few_shot,gemma-1b:few_shot,25,0.72,0.88,0.12,1.72,0.1876,45.9122727273,34.9559090909,0.0,4.3468,68.3392,2.008,0.28216,6.08,0.52,2.32,0.43672,0.4086,1143.04,1068.32,2211.36,57.0808,18.0,4.69,1010.07,0.0,28576.0,26708.0,55284.0,0.0848346719,0.3255914912,18.2705665292,0.0,0.72,0.88,0.12,1.72,0.1876,45.9122727273,34.9559090909,0.0,4.3468,68.3392,2.008,0.28216,6.08,0.52,2.32,0.43672,0.4086,1143.04,1068.32,2211.36,57.0808,31.028271
gemma-27b,actor_critic,zero_shot,gemma-27b:zero_shot,25,10.32,3.32,0.04,13.68,0.69024,85.3191666667,64.0083333333,0.0,2.7996,65.096,3.4312,0.35732,17.68,1.04,3.24,0.05372,0.681,1891.04,0.0,1891.04,115.9264,258.0,17.256,2047.66,0.0,47276.0,0.0,47276.0,0.3650054996,5.4573144936,43.312886031,0.0,10.32,3.32,0.04,13.68,0.69024,85.3191666667,64.0083333333,0.0,2.7996,65.096,3.4312,0.35732,17.68,1.04,3.24,0.05372,0.681,1891.04,0.0,1891.04,115.9264,64.005064
gemma-27b,actor_critic,cot,gemma-27b:cot,25,9.44,5.56,0.04,15.04,0.57088,88.1770833333,74.8254166667,0.0,4.0172,52.2664,3.1216,0.13288,21.56,1.4,3.8,0.06668,0.71272,1946.92,92.56,2039.48,125.7756,236.0,14.272,2116.25,0.0,48673.0,2314.0,50987.0,0.279914488,4.6286308275,41.5056779179,0.0,9.44,5.56,0.04,15.04,0.57088,88.1770833333,74.8254166667,0.0,4.0172,52.2664,3.1216,0.13288,21.56,1.4,3.8,0.06668,0.71272,1946.92,92.56,2039.48,125.7756,60.125419
gemma-27b,actor_critic,scot,gemma-27b:scot,25,9.44,2.68,0.0,12.12,0.78176,84.1512,62.2932,0.01,2.5396,69.9496,3.3156,0.37288,15.64,1.16,3.36,0.019,0.69772,1613.8,0.0,1613.8,124.0008,236.0,19.544,2103.78,0.25,40345.0,0.0,40345.0,0.4844218614,5.8495476515,52.1447515182,0.0061965547,9.44,2.68,0.0,12.12,0.78176,84.1512,62.2932,0.01,2.5396,69.9496,3.3156,0.37288,15.64,1.16,3.36,0.019,0.69772,1613.8,0.0,1613.8,124.0008,67.946803
gemma-27b,actor_critic,few_shot,gemma-27b:few_shot,25,7.96,2.56,0.0,10.52,0.72048,80.174,59.6668,0.01,2.9384,72.8532,3.0856,0.37032,14.52,0.92,3.32,0.04224,0.66796,2073.8,0.0,2073.8,125.4524,199.0,18.012,2004.35,0.25,51845.0,0.0,51845.0,0.3474201948,3.8383643553,38.6604301283,0.0048220658,7.96,2.56,0.0,10.52,0.72048,80.174,59.6668,0.01,2.9384,72.8532,3.0856,0.37032,14.52,0.92,3.32,0.04224,0.66796,2073.8,0.0,2073.8,125.4524,63.779391
gemma-27b,adversarial,zero_shot,gemma-27b:zero_shot,25,11.24,3.16,0.0,14.4,0.7442,83.682,65.9208,0.0,2.66,68.7164,3.3328,0.38928,12.6,0.84,2.56,0.2,0.55808,1355.04,0.0,1355.04,38.5192,281.0,18.605,2092.05,0.0,33876.0,0.0,33876.0,0.5492088794,8.2949580824,61.7561105207,0.0,11.24,3.16,0.0,14.4,0.7442,83.682,65.9208,0.0,2.66,68.7164,3.3328,0.38928,12.6,0.84,2.56,0.2,0.55808,1355.04,0.0,1355.04,38.5192,65.019388
gemma-27b,adversarial,cot,gemma-27b:cot,25,7.4,3.2,0.08,10.68,0.63468,94.9191304348,89.7969565217,0.02,2.8352,45.3588,1.9236,0.05864,17.6,1.12,2.92,0.08436,0.64972,1081.0,0.0,1081.0,33.9312,185.0,15.867,2183.14,0.5,27025.0,0.0,27025.0,0.5871230342,6.8455134135,80.7822386679,0.0185013876,7.4,3.2,0.08,10.68,0.63468,94.9191304348,89.7969565217,0.02,2.8352,45.3588,1.9236,0.05864,17.6,1.12,2.92,0.08436,0.64972,1081.0,0.0,1081.0,33.9312,64.917049
gemma-27b,adversarial,scot,gemma-27b:scot,25,8.32,1.8,0.04,10.16,0.76692,79.92375,60.4458333333,0.008,2.3904,69.8756,2.6664,0.44592,13.8,1.12,3.08,0.04,0.67372,978.8,0.0,978.8,45.3184,208.0,19.173,1918.17,0.2,24470.0,0.0,24470.0,0.7835308541,8.5002043318,78.38863915,0.0081732734,8.32,1.8,0.04,10.16,0.76692,79.92375,60.4458333333,0.008,2.3904,69.8756,2.6664,0.44592,13.8,1.12,3.08,0.04,0.67372,978.8,0.0,978.8,45.3184,66.612075
gemma-27b,adversarial,few_shot,gemma-27b:few_shot,25,6.88,2.2,0.04,9.12,0.72172,83.3883333333,66.0733333333,0.0,2.7324,69.7012,2.7136,0.41696,14.44,1.08,3.08,0.044,0.67012,908.52,0.0,908.52,38.3384,172.0,18.043,2001.32,0.0,22713.0,0.0,22713.0,0.7943908775,7.5727556906,88.1134152248,0.0,6.88,2.2,0.04,9.12,0.72172,83.3883333333,66.0733333333,0.0,2.7324,69.7012,2.7136,0.41696,14.44,1.08,3.08,0.044,0.67012,908.52,0.0,908.52,38.3384,65.579049
gemma-27b,atomic_swarm,zero_shot,gemma-27b:zero_shot,25,2.28,0.56,0.0,2.84,0.81344,73.988,62.4052,0.028,2.7272,76.3228,1.9544,0.35092,4.48,0.76,3.24,0.10656,0.52304,950.04,0.0,950.04,36.7632,57.0,20.336,1849.7,0.7,23751.0,0.0,23751.0,0.8562165804,2.3998989516,77.8788261547,0.0294724433,2.28,0.56,0.0,2.84,0.81344,73.988,62.4052,0.028,2.7272,76.3228,1.9544,0.35092,4.48,0.76,3.24,0.10656,0.52304,950.04,0.0,950.04,36.7632,65.808667
gemma-27b,atomic_swarm,cot,gemma-27b:cot,25,2.24,0.6,0.0,2.84,0.80008,76.3884,65.072,0.09804,2.6272,75.2368,1.85,0.3078,4.48,0.76,3.24,0.10656,0.52304,1294.56,0.0,1294.56,35.3816,56.0,20.002,1909.71,2.451,32364.0,0.0,32364.0,0.6180323817,1.7303176369,59.0072302558,0.0757322951,2.24,0.6,0.0,2.84,0.80008,76.3884,65.072,0.09804,2.6272,75.2368,1.85,0.3078,4.48,0.76,3.24,0.10656,0.52304,1294.56,0.0,1294.56,35.3816,66.607175
gemma-27b,atomic_swarm,scot,gemma-27b:scot,25,2.4,0.44,0.0,2.84,0.85344,75.1148,64.962,0.05468,2.6936,75.3024,1.9164,0.34292,4.64,0.84,3.24,0.10656,0.52632,1212.4,0.0,1212.4,32.5244,60.0,21.336,1877.87,1.367,30310.0,0.0,30310.0,0.703926097,1.9795447047,61.9554602441,0.0451006269,2.4,0.44,0.0,2.84,0.85344,75.1148,64.962,0.05468,2.6936,75.3024,1.9164,0.34292,4.64,0.84,3.24,0.10656,0.52632,1212.4,0.0,1212.4,32.5244,67.881361
gemma-27b,atomic_swarm,few_shot,gemma-27b:few_shot,25,2.36,0.48,0.0,2.84,0.84008,75.3872,62.7388,0.09532,2.7092,76.3436,1.8752,0.37092,4.6,0.8,3.2,0.09324,0.52704,817.0,0.0,817.0,36.1972,59.0,21.002,1884.68,2.383,20425.0,0.0,20425.0,1.028249694,2.8886168911,92.2731946144,0.1166707466,2.36,0.48,0.0,2.84,0.84008,75.3872,62.7388,0.09532,2.7092,76.3436,1.8752,0.37092,4.6,0.8,3.2,0.09324,0.52704,817.0,0.0,817.0,36.1972,68.396585
gemma-27b,baseline,zero_shot,gemma-27b:zero_shot,25,8.32,2.52,0.04,10.88,0.69528,82.4933333333,64.3375,0.01,2.5272,68.0728,2.832,0.4188,13.64,0.92,2.84,0.08224,0.63388,1366.6,0.0,1366.6,21.2536,208.0,17.382,1979.84,0.25,34165.0,0.0,34165.0,0.5087662813,6.0881018586,57.9493633836,0.0073174301,8.32,2.52,0.04,10.88,0.69528,82.4933333333,64.3375,0.01,2.5272,68.0728,2.832,0.4188,13.64,0.92,2.84,0.08224,0.63388,1366.6,0.0,1366.6,21.2536,63.662758
gemma-27b,baseline,cot,gemma-27b:cot,25,8.48,2.36,0.0,10.84,0.72504,84.706,69.6704,0.02468,4.23,66.5828,3.018,0.35032,17.08,1.04,3.04,0.04516,0.67116,1299.68,0.0,1299.68,22.1608,212.0,18.126,2117.65,0.617,32492.0,0.0,32492.0,0.5578603964,6.5246829989,65.1745044934,0.0189892897,8.48,2.36,0.0,10.84,0.72504,84.706,69.6704,0.02468,4.23,66.5828,3.018,0.35032,17.08,1.04,3.04,0.04516,0.67116,1299.68,0.0,1299.68,22.1608,66.061053
gemma-27b,baseline,scot,gemma-27b:scot,25,7.64,2.04,0.0,9.68,0.80308,82.136,62.1432,0.01,2.582,72.8424,2.7732,0.45048,13.48,1.08,3.16,0.0,0.69216,891.04,0.0,891.04,26.0552,191.0,20.077,2053.4,0.25,22276.0,0.0,22276.0,0.901283893,8.5742503142,92.1799245825,0.0112228407,7.64,2.04,0.0,9.68,0.80308,82.136,62.1432,0.01,2.582,72.8424,2.7732,0.45048,13.48,1.08,3.16,0.0,0.69216,891.04,0.0,891.04,26.0552,68.906889
gemma-27b,baseline,few_shot,gemma-27b:few_shot,25,6.72,1.84,0.0,8.56,0.76844,93.1744,86.916,0.054,2.7108,59.1608,1.586,0.16704,13.36,0.96,3.0,0.0,0.67016,1170.76,0.0,1170.76,15.0928,168.0,19.211,2329.36,1.35,29269.0,0.0,29269.0,0.6563599713,5.7398612867,79.5845433735,0.0461238853,6.72,1.84,0.0,8.56,0.76844,93.1744,86.916,0.054,2.7108,59.1608,1.586,0.16704,13.36,0.96,3.0,0.0,0.67016,1170.76,0.0,1170.76,15.0928,70.462871
gemma-27b,coa,zero_shot,gemma-27b:zero_shot,25,10.48,1.96,0.08,12.48,0.72588,71.5933333333,53.7808333333,0.032,2.4824,63.7884,4.4408,0.22548,12.4,1.0,3.4,0.1434,0.64988,496.52,26.08,522.6,51.768,262.0,18.147,1718.24,0.8,12413.0,652.0,13065.0,1.388978186,20.0535782625,131.5147340222,0.0612323,10.48,1.96,0.08,12.48,0.72588,71.5933333333,53.7808333333,0.032,2.4824,63.7884,4.4408,0.22548,12.4,1.0,3.4,0.1434,0.64988,496.52,26.08,522.6,51.768,63.430278
gemma-27b,coa,cot,gemma-27b:cot,25,10.64,1.76,0.08,12.44,0.73996,70.9533333333,53.88,0.0,2.538,63.7228,4.47,0.20464,12.44,1.04,3.44,0.13888,0.65664,840.68,0.0,840.68,54.5812,266.0,18.499,1702.88,0.0,21017.0,0.0,21017.0,0.8801922253,12.6564209925,81.0239330066,0.0,10.64,1.76,0.08,12.44,0.73996,70.9533333333,53.88,0.0,2.538,63.7228,4.47,0.20464,12.44,1.04,3.44,0.13888,0.65664,840.68,0.0,840.68,54.5812,63.127676
gemma-27b,coa,scot,gemma-27b:scot,25,9.8,2.16,0.08,12.0,0.70668,71.8741666667,52.9658333333,0.0,2.4804,63.7632,4.4416,0.22408,12.84,1.04,3.4,0.16088,0.65316,1317.12,0.0,1317.12,46.7592,245.0,17.667,1724.98,0.0,32928.0,0.0,32928.0,0.5365342566,7.4404761905,52.3864188533,0.0,9.8,2.16,0.08,12.0,0.70668,71.8741666667,52.9658333333,0.0,2.4804,63.7632,4.4416,0.22408,12.84,1.04,3.4,0.16088,0.65316,1317.12,0.0,1317.12,46.7592,61.552407
gemma-27b,coa,few_shot,gemma-27b:few_shot,25,10.96,1.88,0.08,12.88,0.72964,71.7925,52.2808333333,0.076,2.4952,63.9712,4.4644,0.22908,12.92,1.04,3.48,0.148,0.65536,1000.0,25.96,1025.96,50.7624,274.0,18.241,1723.02,1.9,25000.0,649.0,25649.0,0.7111778237,10.6826776872,67.1768879878,0.0740769621,10.96,1.88,0.08,12.88,0.72964,71.7925,52.2808333333,0.076,2.4952,63.9712,4.4644,0.22908,12.92,1.04,3.48,0.148,0.65536,1000.0,25.96,1025.96,50.7624,63.880962
gemma-27b,competitive,zero_shot,gemma-27b:zero_shot,25,9.8,2.84,0.04,12.68,0.7348,95.9129166667,91.0554166667,0.028,2.634,47.0556,1.9368,0.06596,17.16,1.0,2.92,0.04,0.66176,788.36,0.0,788.36,20.582,245.0,18.37,2301.91,0.7,19709.0,0.0,19709.0,0.9320614947,12.4308691461,116.79486529,0.035516769,9.8,2.84,0.04,12.68,0.7348,95.9129166667,91.0554166667,0.028,2.634,47.0556,1.9368,0.06596,17.16,1.0,2.92,0.04,0.66176,788.36,0.0,788.36,20.582,69.680632
gemma-27b,competitive,cot,gemma-27b:cot,25,9.92,2.8,0.04,12.76,0.738,95.9366666667,91.0554166667,0.06732,2.6472,46.8704,1.9548,0.072,17.12,0.96,2.92,0.04916,0.6578,1037.76,0.0,1037.76,18.4952,248.0,18.45,2302.48,1.683,25944.0,0.0,25944.0,0.711147086,9.5590502621,88.7480727721,0.0648704903,9.92,2.8,0.04,12.76,0.738,95.9366666667,91.0554166667,0.06732,2.6472,46.8704,1.9548,0.072,17.12,0.96,2.92,0.04916,0.6578,1037.76,0.0,1037.76,18.4952,70.134719
gemma-27b,competitive,scot,gemma-27b:scot,25,9.68,3.12,0.04,12.84,0.72216,95.9129166667,91.0554166667,0.018,2.5172,46.9676,1.9492,0.074,17.28,1.04,2.92,0.04224,0.66288,923.84,0.0,923.84,20.4932,242.0,18.054,2301.91,0.45,23096.0,0.0,23096.0,0.7816937998,10.4780048493,99.667041912,0.0194838933,9.68,3.12,0.04,12.84,0.72216,95.9129166667,91.0554166667,0.018,2.5172,46.9676,1.9492,0.074,17.28,1.04,2.92,0.04224,0.66288,923.84,0.0,923.84,20.4932,68.911263
gemma-27b,competitive,few_shot,gemma-27b:few_shot,25,9.88,2.76,0.04,12.68,0.738,95.99625,91.0554166667,0.048,2.5588,46.9848,1.9504,0.07108,16.84,0.96,2.92,0.04612,0.65852,889.68,0.0,889.68,18.0604,247.0,18.45,2303.91,1.2,22242.0,0.0,22242.0,0.8295117346,11.1051164464,103.5837604532,0.0539519827,9.88,2.76,0.04,12.68,0.738,95.99625,91.0554166667,0.048,2.5588,46.9848,1.9504,0.07108,16.84,0.96,2.92,0.04612,0.65852,889.68,0.0,889.68,18.0604,70.003606
gemma-27b,consensus,zero_shot,gemma-27b:zero_shot,25,9.56,3.92,0.08,13.56,0.66416,86.1113043478,68.4813043478,0.01,2.8752,60.8264,3.1104,0.32528,16.12,1.0,3.0,0.08648,0.64012,2956.16,0.0,2956.16,90.7128,239.0,16.604,1980.56,0.25,73904.0,0.0,73904.0,0.224669842,3.233925092,26.7990907123,0.0033827668,9.56,3.92,0.08,13.56,0.66416,86.1113043478,68.4813043478,0.01,2.8752,60.8264,3.1104,0.32528,16.12,1.0,3.0,0.08648,0.64012,2956.16,0.0,2956.16,90.7128,61.918613
gemma-27b,consensus,cot,gemma-27b:cot,25,10.84,3.96,0.0,14.8,0.73264,85.5776,67.9228,0.0,3.0604,63.7928,3.214,0.32372,15.92,1.0,3.08,0.04268,0.65712,2738.4,0.0,2738.4,100.6616,271.0,18.316,2139.44,0.0,68460.0,0.0,68460.0,0.2675430909,3.9585159217,31.2509494595,0.0,10.84,3.96,0.0,14.8,0.73264,85.5776,67.9228,0.0,3.0604,63.7928,3.214,0.32372,15.92,1.0,3.08,0.04268,0.65712,2738.4,0.0,2738.4,100.6616,64.745252
gemma-27b,consensus,scot,gemma-27b:scot,25,10.8,3.68,0.04,14.52,0.72436,84.7583333333,66.58625,0.07,2.8828,61.5972,3.1168,0.31832,15.52,1.0,3.0,0.08668,0.63812,2929.16,0.0,2929.16,100.238,270.0,18.109,2034.2,1.75,73229.0,0.0,73229.0,0.2472927392,3.6870638681,27.7786122984,0.0238976362,10.8,3.68,0.04,14.52,0.72436,84.7583333333,66.58625,0.07,2.8828,61.5972,3.1168,0.31832,15.52,1.0,3.0,0.08668,0.63812,2929.16,0.0,2929.16,100.238,64.893275
gemma-27b,consensus,few_shot,gemma-27b:few_shot,25,11.32,3.96,0.04,15.32,0.72208,84.9825,66.58625,0.01,2.8756,61.2928,3.1756,0.31676,15.76,1.0,3.0,0.09872,0.636,2967.72,0.0,2967.72,96.0004,283.0,18.052,2039.58,0.25,74193.0,0.0,74193.0,0.2433113636,3.8143760193,27.4901944927,0.0033695901,11.32,3.96,0.04,15.32,0.72208,84.9825,66.58625,0.01,2.8756,61.2928,3.1756,0.31676,15.76,1.0,3.0,0.09872,0.636,2967.72,0.0,2967.72,96.0004,63.901349
gemma-27b,hybrid,zero_shot,gemma-27b:zero_shot,25,18.56,5.76,0.04,24.36,0.71576,83.64375,63.15125,0.0,2.9168,58.238,4.6672,0.28732,4.88,0.32,1.44,0.6416,0.23792,2594.2,24.24,2618.44,81.5716,464.0,17.894,2007.45,0.0,64855.0,606.0,65461.0,0.2733535999,7.0881899146,30.6663509571,0.0,18.56,5.76,0.04,24.36,0.71576,83.64375,63.15125,0.0,2.9168,58.238,4.6672,0.28732,4.88,0.32,1.44,0.6416,0.23792,2594.2,24.24,2618.44,81.5716,59.505243
gemma-27b,hybrid,cot,gemma-27b:cot,25,11.6,5.4,0.0,17.0,0.68336,93.1248,91.88,0.01,3.0692,44.18,3.4044,0.06936,25.08,1.16,3.08,0.05732,0.67816,2322.24,0.0,2322.24,67.0284,290.0,17.084,2328.12,0.25,58056.0,0.0,58056.0,0.2942676037,4.9951770704,40.1012815213,0.0043061871,11.6,5.4,0.0,17.0,0.68336,93.1248,91.88,0.01,3.0692,44.18,3.4044,0.06936,25.08,1.16,3.08,0.05732,0.67816,2322.24,0.0,2322.24,67.0284,65.405126
gemma-27b,hybrid,scot,gemma-27b:scot,25,7.12,1.48,0.0,8.6,0.79784,80.6596,62.6716,0.01,2.4716,76.1008,2.4932,0.48096,11.32,1.04,3.12,0.03284,0.6592,1570.92,0.0,1570.92,94.1716,178.0,19.946,2016.49,0.25,39273.0,0.0,39273.0,0.5078807323,4.5323759326,51.3454536195,0.0063656965,7.12,1.48,0.0,8.6,0.79784,80.6596,62.6716,0.01,2.4716,76.1008,2.4932,0.48096,11.32,1.04,3.12,0.03284,0.6592,1570.92,0.0,1570.92,94.1716,67.371456
gemma-27b,hybrid,few_shot,gemma-27b:few_shot,25,12.2,3.84,0.08,16.12,0.69812,86.6408695652,73.4695652174,0.0,2.3844,54.5576,4.5316,0.28184,24.4,2.32,2.92,0.09216,0.69956,2504.68,0.0,2504.68,86.6572,305.0,17.453,1992.74,0.0,62617.0,0.0,62617.0,0.2787262245,4.8708817094,31.824264976,0.0,12.2,3.84,0.08,16.12,0.69812,86.6408695652,73.4695652174,0.0,2.3844,54.5576,4.5316,0.28184,24.4,2.32,2.92,0.09216,0.69956,2504.68,0.0,2504.68,86.6572,64.270257
gemma-27b,self_healing,zero_shot,gemma-27b:zero_shot,25,0.8,0.32,0.0,1.12,0.05716,19.9912,6.5468,0.0,3.9084,84.122,1.4308,0.7174,1.12,0.12,0.24,0.92,0.057,1804.88,0.0,1804.88,40.0976,20.0,1.429,499.78,0.0,45122.0,0.0,45122.0,0.0316696955,0.4432427641,11.0761934311,0.0,0.8,0.32,0.0,1.12,0.05716,19.9912,6.5468,0.0,3.9084,84.122,1.4308,0.7174,1.12,0.12,0.24,0.92,0.057,1804.88,0.0,1804.88,40.0976,16.189347
gemma-27b,self_healing,cot,gemma-27b:cot,25,0.88,0.2,0.0,1.08,0.0646,19.2796,6.5468,0.0,4.7096,83.0608,1.4896,0.70204,1.08,0.12,0.24,0.92,0.057,1619.6,0.0,1619.6,41.27,22.0,1.615,481.99,0.0,40490.0,0.0,40490.0,0.0398863917,0.5433440356,11.9039268955,0.0,0.88,0.2,0.0,1.08,0.0646,19.2796,6.5468,0.0,4.7096,83.0608,1.4896,0.70204,1.08,0.12,0.24,0.92,0.057,1619.6,0.0,1619.6,41.27,16.479953
gemma-27b,self_healing,scot,gemma-27b:scot,25,2.08,0.24,0.0,2.32,0.144,25.1392,11.7896,0.01468,4.1688,81.6896,1.6212,0.67824,2.4,0.24,0.48,0.84588,0.11252,1592.28,0.0,1592.28,39.1372,52.0,3.6,628.48,0.367,39807.0,0.0,39807.0,0.0904363554,1.3063029115,15.7881779587,0.009219484,2.08,0.24,0.0,2.32,0.144,25.1392,11.7896,0.01468,4.1688,81.6896,1.6212,0.67824,2.4,0.24,0.48,0.84588,0.11252,1592.28,0.0,1592.28,39.1372,21.921453
gemma-27b,self_healing,few_shot,gemma-27b:few_shot,25,1.88,0.24,0.0,2.12,0.14016,25.4948,11.3468,0.00668,3.766,82.3824,1.5664,0.69112,2.04,0.24,0.48,0.84224,0.11244,1541.24,0.0,1541.24,36.5404,47.0,3.504,637.37,0.167,38531.0,0.0,38531.0,0.0909397628,1.2197970465,16.5417456074,0.0043341725,1.88,0.24,0.0,2.12,0.14016,25.4948,11.3468,0.00668,3.766,82.3824,1.5664,0.69112,2.04,0.24,0.48,0.84224,0.11244,1541.24,0.0,1541.24,36.5404,21.783034
gemma-27b,soa,zero_shot,gemma-27b:zero_shot,25,9.72,2.8,0.04,12.56,0.73956,88.99875,76.5516666667,0.016,2.8128,58.4024,2.6764,0.26792,15.88,1.0,2.88,0.08516,0.63148,1695.56,0.0,1695.56,28.7476,243.0,18.489,2135.97,0.4,42389.0,0.0,42389.0,0.4361744792,5.7326193116,50.3897237491,0.0094364104,9.72,2.8,0.04,12.56,0.73956,88.99875,76.5516666667,0.016,2.8128,58.4024,2.6764,0.26792,15.88,1.0,2.88,0.08516,0.63148,1695.56,0.0,1695.56,28.7476,66.822874
gemma-27b,soa,cot,gemma-27b:cot,25,9.68,2.88,0.04,12.6,0.73528,87.74875,73.885,0.034,2.76,59.0224,2.704,0.268,16.64,1.0,2.88,0.0882,0.63172,882.24,0.0,882.24,28.6612,242.0,18.382,2105.97,0.85,22056.0,0.0,22056.0,0.8334240116,10.9720710918,95.4828618063,0.0385382662,9.68,2.88,0.04,12.6,0.73528,87.74875,73.885,0.034,2.76,59.0224,2.704,0.268,16.64,1.0,2.88,0.0882,0.63172,882.24,0.0,882.24,28.6612,67.361794
gemma-27b,soa,scot,gemma-27b:scot,25,8.96,2.92,0.08,11.96,0.68844,87.8595652174,74.517826087,0.06936,2.6716,56.706,2.5256,0.27148,15.2,0.92,2.76,0.12516,0.60416,1237.72,0.0,1237.72,21.5608,224.0,17.211,2020.77,1.734,30943.0,0.0,30943.0,0.5562162686,7.2391170863,65.3062081893,0.0560385224,8.96,2.92,0.08,11.96,0.68844,87.8595652174,74.517826087,0.06936,2.6716,56.706,2.5256,0.27148,15.2,0.92,2.76,0.12516,0.60416,1237.72,0.0,1237.72,21.5608,65.442797
gemma-27b,soa,few_shot,gemma-27b:few_shot,25,10.04,3.04,0.0,13.08,0.7598,88.862,75.8228,0.02,2.92,60.85,2.8432,0.26956,16.84,1.04,3.0,0.04552,0.65908,763.32,0.0,763.32,24.9392,251.0,18.995,2221.55,0.5,19083.0,0.0,19083.0,0.9953885657,13.1530681759,116.4151338888,0.026201331,10.04,3.04,0.0,13.08,0.7598,88.862,75.8228,0.02,2.92,60.85,2.8432,0.26956,16.84,1.04,3.0,0.04552,0.65908,763.32,0.0,763.32,24.9392,68.7942
gemma-27b,swarm,zero_shot,gemma-27b:zero_shot,25,1.32,0.32,0.0,1.64,0.74668,79.8396,63.8856,0.04264,2.2244,79.5368,0.7268,0.21836,3.2,0.48,2.96,0.02,0.47112,1012.92,0.0,1012.92,48.2492,33.0,18.667,1995.99,1.066,25323.0,0.0,25323.0,0.7371559452,1.3031631323,78.8212297121,0.0420961182,1.32,0.32,0.0,1.64,0.74668,79.8396,63.8856,0.04264,2.2244,79.5368,0.7268,0.21836,3.2,0.48,2.96,0.02,0.47112,1012.92,0.0,1012.92,48.2492,64.243565
gemma-27b,swarm,cot,gemma-27b:cot,25,3.92,1.44,0.0,5.36,0.7416,80.7964,64.7428,0.038,2.1756,78.7592,1.1828,0.25452,4.92,0.68,3.0,0.0,0.5304,1455.24,0.0,1455.24,52.3212,98.0,18.54,2019.91,0.95,36381.0,0.0,36381.0,0.5096066628,2.6937137517,55.521013716,0.0261125313,3.92,1.44,0.0,5.36,0.7416,80.7964,64.7428,0.038,2.1756,78.7592,1.1828,0.25452,4.92,0.68,3.0,0.0,0.5304,1455.24,0.0,1455.24,52.3212,64.394761
gemma-27b,swarm,scot,gemma-27b:scot,25,2.92,1.48,0.0,4.4,0.73716,76.9168,61.08,0.016,2.6088,81.6776,1.6528,0.51716,5.92,0.72,3.04,0.0,0.56408,1810.28,0.0,1810.28,75.2032,73.0,18.429,1922.92,0.4,45257.0,0.0,45257.0,0.4072077248,1.6130101421,42.4888967453,0.0088384117,2.92,1.48,0.0,4.4,0.73716,76.9168,61.08,0.016,2.6088,81.6776,1.6528,0.51716,5.92,0.72,3.04,0.0,0.56408,1810.28,0.0,1810.28,75.2032,62.926566
gemma-27b,swarm,few_shot,gemma-27b:few_shot,25,0.88,0.2,0.0,1.08,0.82,88.6828,76.5668,0.048,2.12,82.0844,0.2232,0.15288,1.64,0.16,3.0,0.0,0.44768,1207.32,0.0,1207.32,37.1488,22.0,20.5,2217.07,1.2,30183.0,0.0,30183.0,0.6791902727,0.7288871219,73.4542623331,0.0397574794,0.88,0.2,0.0,1.08,0.82,88.6828,76.5668,0.048,2.12,82.0844,0.2232,0.15288,1.64,0.16,3.0,0.0,0.44768,1207.32,0.0,1207.32,37.1488,69.053847
